date,weekofday,배추_거래량(kg),배추_가격(원/kg),무_거래량(kg),무_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),건고추_거래량(kg),건고추_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),얼갈이배추_거래량(kg),얼갈이배추_가격(원/kg),양배추_거래량(kg),양배추_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),당근_거래량(kg),당근_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),새송이_거래량(kg),새송이_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),청상추_거래량(kg),청상추_가격(원/kg),백다다기_거래량(kg),백다다기_가격(원/kg),애호박_거래량(kg),애호박_가격(원/kg),캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),샤인마스캇_거래량(kg),샤인마스캇_가격(원/kg)
2016-06-24,금요일,1429431.1,507.0,1410267.0,454.0,2294575.0,568.0,1878.2,7583.0,308747.3,4211.0,552351.6,1056.0,362088.0,908.0,667032.7,500.0,119349.9,2991.0,104406.0,2372.0,85209.3,599.0,427092.0,905.0,186565.0,1655.0,150329.5,1919.0,128736.8,1010.0,734321.0,865.0,34293.6,3591.0,978796.2,880.0,435642.0,948.0,39499.0,4419.0,316.0,10785.0
2016-06-25,토요일,789221.5,426.0,630834.0,475.0,1465072.0,574.0,1152.0,7181.0,123751.0,4611.0,441099.6,1119.0,297115.5,774.0,520297.5,476.0,113309.1,2838.0,93055.8,2162.0,87290.6,634.0,162118.0,876.0,155425.9,1681.0,159280.0,1876.0,130413.0,944.0,789185.0,821.0,43282.0,3105.0,991749.0,762.0,435457.0,839.0,40064.0,4535.0,392.0,9788.0
2016-06-26,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-27,월요일,1549723.2,513.0,1705006.0,396.0,3099922.0,543.0,1417.2,7582.0,474245.3,4307.0,628489.2,1127.0,401987.1,914.0,772600.5,421.0,162835.2,2758.0,112162.1,2579.0,85902.8,699.0,379890.5,946.0,259744.8,1675.0,173093.5,1915.0,147713.5,932.0,1117888.0,805.0,40300.7,3125.0,1265984.5,756.0,631391.5,809.0,70080.8,4251.0,280.0,11500.0
2016-06-28,화요일,1524716.5,459.0,1455883.0,375.0,2654032.3,524.0,2485.0,6893.0,258858.6,4454.0,618579.3,989.0,398168.2,792.0,714368.8,394.0,113259.3,2742.0,100992.2,2544.0,84841.3,844.0,281601.0,916.0,188151.1,1615.0,155156.8,1937.0,137388.9,931.0,596606.0,808.0,34481.3,2977.0,736226.6,817.0,440868.5,840.0,67237.0,3928.0,322.0,12363.0
2016-06-29,수요일,1475504.4,430.0,1220677.6,362.0,2099661.0,500.0,1507.6,7136.0,237775.7,4120.0,602519.8,913.0,388936.5,723.0,623850.5,396.0,111927.4,2867.0,107633.1,2181.0,71753.6,796.0,322106.0,923.0,226451.1,1524.0,147260.5,1969.0,126234.2,907.0,600082.0,802.0,30349.2,2860.0,720417.8,918.0,460051.5,857.0,65455.0,3849.0,392.0,9296.0
2016-06-30,목요일,1116295.5,453.0,1005401.7,418.0,1684523.7,516.0,2254.4,9935.0,170848.8,4126.0,562750.2,911.0,340406.8,715.0,542627.2,429.0,107844.3,2990.0,113482.9,1970.0,76313.2,712.0,471731.0,988.0,230301.6,1435.0,157025.1,1999.0,137533.9,864.0,469738.0,860.0,35822.6,2850.0,690198.6,995.0,407289.8,824.0,68813.0,3776.0,432.0,9685.0
2016-07-01,금요일,1321658.4,457.0,1474645.0,402.0,1957376.0,502.0,293.0,6773.0,205191.8,4120.0,496949.5,1025.0,323016.2,689.0,599511.0,420.0,108536.3,3106.0,104391.0,1826.0,80063.5,530.0,338636.0,897.0,244586.6,1417.0,143489.0,1933.0,130877.0,797.0,568821.0,859.0,34928.0,3207.0,750712.0,967.0,445870.5,765.0,75722.5,3839.0,104.0,7500.0
2016-07-02,토요일,877520.7,516.0,756547.0,547.0,1046506.2,537.0,150.4,7562.0,75662.5,5056.0,460996.4,1201.0,266878.5,802.0,500015.3,478.0,112300.1,3317.0,73897.0,2286.0,73262.0,629.0,144986.0,904.0,165185.1,1482.0,152650.0,1861.0,124307.0,773.0,489953.0,801.0,35361.0,3552.0,765702.0,891.0,438563.4,691.0,77128.0,3531.0,0.0,0.0
2016-07-03,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04,월요일,1624622.8,475.0,1668743.5,479.0,1273647.5,601.0,198.2,9294.0,131779.4,4104.0,606462.2,1298.0,313884.4,951.0,633940.9,528.0,146942.6,3360.0,105134.7,2554.0,73737.9,1185.0,369048.5,926.0,253034.5,1556.0,174848.0,1905.0,130001.0,879.0,760589.0,809.0,40966.7,3267.0,1044975.0,904.0,556531.0,746.0,95099.0,3577.0,0.0,0.0
2016-07-05,화요일,688404.5,643.0,961738.5,598.0,1378043.0,593.0,5651.4,5564.0,102265.1,5364.0,557212.3,1260.0,303533.0,879.0,630165.5,421.0,101670.3,3346.0,103156.7,2307.0,77298.0,1093.0,249958.0,925.0,229961.7,1561.0,155680.5,1853.0,122658.0,923.0,430906.0,888.0,39314.6,2616.0,560820.0,948.0,336101.0,936.0,77900.0,3545.0,116.0,8810.0
2016-07-06,수요일,1114703.0,470.0,1012816.0,476.0,1688247.0,570.0,287.0,7220.0,82091.2,5109.0,550406.5,1061.0,276118.0,911.0,545726.0,485.0,101522.7,3250.0,105319.0,2101.0,60846.5,1223.0,329365.0,829.0,229126.2,1427.0,146813.0,1819.0,116423.0,861.0,397576.0,940.0,35663.0,2322.0,482784.0,1103.0,296580.0,1377.0,102293.5,3411.0,0.0,0.0
2016-07-07,목요일,999034.4,535.0,1134066.0,446.0,1719106.3,559.0,2117.0,4402.0,109173.1,4729.0,497331.5,1015.0,252281.5,954.0,581380.0,496.0,90833.9,3360.0,98584.3,1997.0,55710.4,1146.0,352308.0,886.0,258677.3,1257.0,141496.8,1825.0,119507.0,894.0,386724.4,995.0,25626.0,3441.0,445807.0,1215.0,267543.0,1694.0,104899.5,3556.0,94.0,8500.0
2016-07-08,금요일,1190805.8,560.0,1538231.4,368.0,2042557.8,557.0,705.2,6527.0,142607.9,4317.0,562561.4,932.0,299238.5,1059.0,604287.8,498.0,90618.8,4042.0,111574.0,1954.0,63705.9,1190.0,356340.0,877.0,266338.5,1158.0,145826.0,1841.0,122206.0,964.0,443744.0,1127.0,25081.0,5206.0,381014.0,1439.0,320059.0,1659.0,143856.0,3615.0,60.0,9500.0
2016-07-09,토요일,1086415.0,586.0,1256952.0,321.0,1702671.0,548.0,647.8,6758.0,95268.4,4477.0,565319.3,801.0,290949.5,1168.0,570769.0,460.0,98892.8,5069.0,84520.5,2237.0,59957.9,1456.0,126690.0,765.0,245992.9,1218.0,160780.8,1807.0,118782.0,1030.0,457896.0,1238.0,31277.0,7232.0,419223.4,1917.0,350087.0,1458.0,150025.0,3657.0,136.0,8912.0
2016-07-10,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-11,월요일,1589033.0,578.0,1615498.5,338.0,2241004.5,539.0,697.6,6538.0,137323.8,4221.0,574644.0,961.0,318681.5,1453.0,816118.0,453.0,115680.2,5722.0,81399.5,3091.0,71333.6,1818.0,359479.0,882.0,208275.9,1308.0,154711.4,1910.0,118010.0,1184.0,606203.0,1284.0,30886.4,11468.0,631962.0,1944.0,415305.0,1286.0,179216.0,3799.0,184.0,9370.0
2016-07-12,화요일,1396147.9,589.0,1441206.0,333.0,1651971.5,555.0,759.0,6511.0,89472.3,5150.0,583428.8,965.0,381852.5,1236.0,669052.5,395.0,94270.1,5726.0,91853.2,2572.0,67967.9,1945.0,328878.0,840.0,203335.0,1166.0,150770.1,1867.0,131266.0,1110.0,385661.0,1322.0,31628.0,10802.0,533660.0,2045.0,297038.0,1368.0,157326.0,3623.0,378.0,8984.0
2016-07-13,수요일,1102750.0,581.0,1051689.0,367.0,1381951.5,552.0,1224.6,7275.0,88458.7,5179.0,496569.1,984.0,306474.5,1270.0,719895.6,394.0,97729.7,6329.0,92618.5,2553.0,62588.4,1611.0,278100.0,803.0,199262.9,1249.0,143610.0,1877.0,126236.0,975.0,465664.0,1373.0,32836.5,9954.0,614241.0,1899.0,330497.0,1409.0,125790.0,3823.0,90.0,7000.0
2016-07-14,목요일,1114218.6,676.0,1429420.3,318.0,1753566.0,536.0,1201.4,7431.0,94977.8,4676.0,576590.9,906.0,315499.5,1330.0,594341.2,453.0,95536.2,6165.0,88902.0,2337.0,55458.0,1360.0,270316.0,774.0,200577.3,1330.0,144891.5,1844.0,122773.0,948.0,513536.0,1292.0,30797.0,9800.0,629248.5,1604.0,331932.5,1399.0,146630.5,4014.0,148.0,8311.0
2016-07-15,금요일,1252977.9,652.0,1120956.0,345.0,1792754.5,546.0,1101.0,7495.0,103940.3,4758.0,569515.8,829.0,285549.1,1164.0,651628.8,392.0,100909.2,5960.0,84838.0,2411.0,65622.0,1566.0,310623.5,837.0,174708.9,1654.0,149354.0,1843.0,127232.0,897.0,540706.0,1292.0,32462.0,7221.0,619509.0,1369.0,373311.0,1376.0,156235.0,4168.0,520.0,9644.0
2016-07-16,토요일,1202593.6,665.0,876722.0,383.0,1330873.7,520.0,1125.8,8477.0,63162.4,4983.0,515865.4,988.0,295330.0,1324.0,561474.0,436.0,119026.8,5950.0,74604.5,2620.0,67088.2,2015.0,71094.0,708.0,169276.2,1634.0,152554.5,1873.0,128549.0,884.0,531564.6,1087.0,36321.0,7245.0,633511.0,1180.0,374861.0,1246.0,178399.0,4224.0,0.0,0.0
2016-07-17,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-18,월요일,1299049.4,700.0,1001395.5,529.0,1587526.0,554.0,6147.0,5877.0,82206.2,4879.0,495633.6,1213.0,332619.5,1247.0,713654.6,478.0,132402.5,5612.0,85587.0,3044.0,72947.0,1752.0,465032.0,940.0,219375.6,1488.0,165217.0,1936.0,134951.0,935.0,693961.0,1053.0,42102.0,6286.0,792697.0,1193.0,551118.0,1216.0,213975.0,3980.0,454.0,10194.0
2016-07-19,화요일,1845362.4,529.0,1507590.0,396.0,1648372.0,552.0,1969.0,7674.0,95585.0,5228.0,640918.7,944.0,365810.0,1026.0,773825.0,367.0,98264.2,4389.0,87539.5,2575.0,71297.5,1742.0,369879.0,824.0,212642.5,1474.0,155770.0,1920.0,128197.0,912.0,449269.0,1022.0,36581.0,3591.0,489992.4,1206.0,337227.5,1114.0,217872.0,3676.0,590.0,10305.0
2016-07-20,수요일,1571386.0,480.0,1282050.7,429.0,1828788.0,554.0,592.0,6901.0,91534.9,5502.0,644030.4,853.0,350989.7,834.0,700214.5,274.0,99777.7,3759.0,81439.5,2361.0,56580.9,1636.0,339310.0,827.0,210518.3,1407.0,148291.8,1927.0,135594.0,826.0,414287.5,976.0,33769.0,3252.0,458948.5,1161.0,381826.0,1002.0,217250.5,3432.0,780.0,9281.0
2016-07-21,목요일,1262720.5,512.0,1177471.0,429.0,1688625.5,560.0,1312.0,7438.0,86209.2,5037.0,606923.6,699.0,287062.5,925.0,610507.5,327.0,95684.7,3676.0,72598.0,2543.0,48528.2,1577.0,322440.0,789.0,292921.1,1119.0,138096.2,1857.0,131867.0,787.0,256722.0,1033.0,31577.0,3476.0,474136.0,1194.0,364522.0,916.0,214260.0,3323.0,590.0,9156.0
2016-07-22,금요일,1106642.7,613.0,1282704.6,390.0,1548986.0,568.0,1395.0,5857.0,84771.3,4681.0,569529.5,736.0,292616.1,927.0,597690.4,379.0,99535.0,3780.0,70581.2,2549.0,61498.7,1369.0,192955.0,742.0,227015.4,1093.0,143627.5,1849.0,130468.5,766.0,246530.7,1136.0,34324.0,3809.0,501789.0,1443.0,398490.0,906.0,226616.0,3309.0,200.0,10195.0
2016-07-23,토요일,876607.0,669.0,924170.0,406.0,1245254.0,588.0,6018.2,5953.0,65245.0,4895.0,508106.8,767.0,277929.0,1003.0,545219.5,367.0,113098.9,4053.0,60606.4,2987.0,67922.5,1290.0,127550.0,691.0,192244.5,1041.0,146848.0,1830.0,128363.5,715.0,287275.0,1264.0,37739.6,4369.0,597841.0,1412.0,383160.0,875.0,237229.5,3318.0,158.0,8000.0
2016-07-24,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-25,월요일,1419485.0,638.0,1419302.0,434.0,1450320.0,624.0,908.0,7185.0,78630.0,5551.0,540896.1,917.0,324002.5,1223.0,782134.6,351.0,142911.3,3598.0,65740.8,3868.0,70724.6,1387.0,313694.0,812.0,234108.8,1175.0,169582.5,1827.0,128765.0,767.0,432406.0,1327.0,44053.0,3766.0,865646.0,1205.0,557533.0,807.0,349936.5,3260.0,270.0,10000.0
2016-07-26,화요일,1473251.0,564.0,1156853.0,459.0,1361997.8,633.0,1776.0,7008.0,86593.0,5381.0,589653.3,810.0,358993.4,976.0,692543.4,316.0,106101.6,3308.0,63293.4,3744.0,67585.5,1097.0,369564.0,839.0,139034.0,1299.0,149110.0,1825.0,124854.0,724.0,272888.0,1452.0,38642.8,2851.0,572528.8,1150.0,353376.2,777.0,316727.5,3111.0,888.0,9312.0
2016-07-27,수요일,1420201.5,599.0,1497187.0,414.0,1504662.0,639.0,1058.0,6845.0,69375.0,5442.0,562606.7,767.0,382452.5,830.0,643161.2,331.0,118866.9,3266.0,69915.0,3446.0,54835.5,1261.0,242537.0,852.0,165059.2,1601.0,163594.0,1807.0,139178.0,676.0,395069.5,1493.0,42107.0,2683.0,543181.0,1176.0,343956.0,799.0,318671.0,2933.0,400.0,8400.0
2016-07-28,목요일,1245529.2,678.0,1161694.0,448.0,1421022.0,610.0,5942.5,5846.0,61947.3,5325.0,501002.1,860.0,324305.1,798.0,626376.8,324.0,98254.0,3277.0,58253.3,3379.0,57613.7,1126.0,207206.0,859.0,174317.8,1510.0,140570.2,1718.0,125158.0,604.0,337651.0,1525.0,39272.0,2360.0,472945.0,1223.0,322811.0,883.0,318292.0,2747.0,332.0,9584.0
2016-07-29,금요일,1177424.0,627.0,1158362.0,408.0,1399793.0,626.0,7712.0,6277.0,62903.6,5541.0,489444.6,861.0,295517.2,890.0,659282.5,313.0,101222.4,3493.0,55854.0,3232.0,64902.7,902.0,301490.0,1064.0,174681.6,1404.0,153364.5,1705.0,127331.0,553.0,396856.0,1394.0,36398.0,2395.0,463560.0,1261.0,327397.0,927.0,335203.5,2708.0,986.0,8911.0
2016-07-30,토요일,824003.8,720.0,709467.0,435.0,1092927.0,611.0,1439.0,12526.0,57424.5,5335.0,382650.0,992.0,258725.2,1047.0,551902.0,315.0,104383.7,3344.0,49514.5,4148.0,60256.2,800.0,119895.0,859.0,145953.2,1366.0,157945.2,1691.0,124849.5,592.0,421804.0,1059.0,42075.8,2537.0,382939.1,1237.0,281155.8,934.0,386518.5,2601.0,274.0,6934.0
2016-07-31,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,월요일,1543344.8,672.0,1528404.0,456.0,1641287.0,647.0,302.4,7771.0,73920.5,5208.0,508693.9,1121.0,317216.5,1017.0,706580.3,338.0,128997.1,3353.0,55152.4,3868.0,54423.4,1755.0,348515.0,1132.0,170566.9,1433.0,161219.2,1668.0,118462.0,931.0,556079.0,1018.0,37512.5,2641.0,569347.0,1453.0,385133.7,1014.0,554584.5,2667.0,1450.0,9217.0
2016-08-02,화요일,1331826.0,746.0,1743641.0,406.0,1295079.5,662.0,1190.0,5714.0,84801.9,5315.0,520813.8,1064.0,289191.5,1015.0,667672.5,373.0,96165.0,3470.0,58233.5,3426.0,55911.0,1611.0,416694.0,1009.0,138185.3,1443.0,150377.0,1710.0,115708.5,830.0,376175.0,1010.0,38355.5,2583.0,364597.0,1847.0,244795.0,1178.0,529484.0,2443.0,440.0,9409.0
2016-08-03,수요일,1237496.7,715.0,1215319.8,426.0,1418593.0,670.0,2210.2,6746.0,56682.7,5678.0,512254.2,1081.0,265823.0,1159.0,721425.5,302.0,102508.8,3955.0,48813.5,3804.0,47751.0,1809.0,214914.0,968.0,134185.2,1656.0,143257.5,1766.0,121563.0,784.0,392928.0,1080.0,36160.0,3117.0,392975.0,2011.0,230839.0,1430.0,538821.0,2361.0,568.0,7380.0
2016-08-04,목요일,1217103.0,779.0,1273280.0,414.0,1533924.2,676.0,1567.0,7588.0,62768.0,5551.0,587958.0,1099.0,262361.5,1309.0,686659.5,339.0,101000.3,5387.0,44130.0,4529.0,45074.0,2556.0,363456.0,1022.0,139856.0,2236.0,149931.5,1867.0,125619.0,792.0,380421.0,1070.0,36196.0,4646.0,402837.0,2209.0,220222.0,1758.0,504568.0,2425.0,1114.0,7161.0
2016-08-05,금요일,1177978.2,914.0,994927.0,555.0,1566285.0,667.0,1622.0,7316.0,76693.0,5268.0,534537.4,1598.0,262714.5,2083.0,695838.2,448.0,129365.9,5715.0,40791.5,6563.0,58185.5,4318.0,216319.0,860.0,134789.6,3084.0,172960.8,2136.0,145410.0,905.0,416224.5,1053.0,44292.0,5727.0,453718.0,2379.0,295462.0,2465.0,599106.0,2606.0,302.0,5712.0
2016-08-06,토요일,174942.0,901.0,168320.0,509.0,335094.5,605.0,893.0,7566.0,13994.0,5727.0,118396.6,1358.0,54903.0,1386.0,106013.0,413.0,22621.7,5071.0,5762.5,4738.0,6200.5,2425.0,38140.0,926.0,16887.7,2144.0,23839.0,1877.0,27132.0,774.0,168866.0,914.0,16598.0,3771.0,86618.0,1679.0,83584.0,1392.0,342668.0,2458.0,0.0,0.0
2016-08-07,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-08,월요일,1748387.0,752.0,1630086.0,522.0,1996700.5,716.0,1170.0,7349.0,87583.2,5466.0,633266.1,1578.0,329188.0,1369.0,974835.4,349.0,152213.9,3611.0,36233.0,6375.0,68675.5,2245.0,415891.0,1060.0,191989.8,2630.0,200537.0,1950.0,127445.0,1204.0,541350.5,1042.0,43660.0,3105.0,771734.0,1435.0,647658.0,1078.0,964556.0,2157.0,1122.0,8143.0
2016-08-09,화요일,1366511.0,765.0,1388863.0,487.0,1843133.6,698.0,1157.8,7494.0,90292.5,4943.0,652656.0,1112.0,322359.5,1201.0,795946.5,310.0,105654.5,3302.0,34477.0,5592.0,60699.0,1803.0,327746.0,907.0,149923.0,2123.0,168303.5,1866.0,135192.0,940.0,340596.0,1050.0,38926.0,2418.0,484037.0,1380.0,413835.0,926.0,822508.5,1927.0,758.0,8385.0
2016-08-10,수요일,1205210.5,876.0,1435519.0,522.0,1804012.5,704.0,2069.0,8037.0,67963.0,5173.0,583927.9,932.0,290491.0,1392.0,808976.5,313.0,103854.9,3237.0,26541.6,5608.0,51122.6,2137.0,270187.0,1043.0,150948.5,2172.0,148236.6,1830.0,127726.5,782.0,355898.5,1115.0,33786.0,2337.0,452091.0,1655.0,437368.0,926.0,811973.5,1839.0,724.0,9254.0
2016-08-11,목요일,1253319.9,847.0,1476055.0,465.0,1725742.0,693.0,8168.5,5849.0,80485.5,5208.0,534345.2,930.0,310237.0,1192.0,684888.4,361.0,95136.0,3476.0,26048.0,6290.0,49385.0,1996.0,244264.0,813.0,123732.0,2317.0,139406.6,1744.0,130139.0,750.0,367461.0,1151.0,30229.5,2784.0,398888.0,1839.0,368087.0,863.0,786396.7,1857.0,826.0,8592.0
2016-08-12,금요일,1225456.0,870.0,1327072.0,432.0,1615242.0,697.0,2029.8,6908.0,75194.2,5648.0,555524.9,952.0,301194.5,1179.0,684204.5,383.0,93456.5,4330.0,22615.5,7004.0,55018.5,1935.0,228217.0,950.0,148119.6,2316.0,145514.0,1798.0,136466.0,736.0,387400.5,1165.0,34247.0,3362.0,428997.0,1847.0,378748.0,834.0,849972.0,1847.0,986.0,8142.0
2016-08-13,토요일,979098.0,889.0,938233.0,449.0,1449386.0,671.0,1599.6,6800.0,42283.0,5364.0,486504.0,1119.0,262574.5,1242.0,631030.0,317.0,100601.6,4753.0,21185.3,7794.0,51970.5,2441.0,82310.0,777.0,139590.0,2086.0,149998.5,1799.0,120697.0,767.0,416553.0,1067.0,38690.0,3672.0,441772.0,1700.0,396494.0,730.0,916247.0,1884.0,970.0,7856.0
2016-08-14,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-15,월요일,1220644.5,1039.0,1066073.0,558.0,1595686.8,678.0,1639.4,7226.0,49391.5,5413.0,485318.9,1320.0,308400.5,1381.0,731646.5,366.0,123252.8,4687.0,20077.0,8910.0,57978.5,2995.0,257856.0,966.0,162936.0,2168.0,164785.0,1821.0,131991.0,790.0,580034.0,1071.0,42332.0,3581.0,570002.0,1692.0,480002.0,748.0,1021633.0,1916.0,1060.0,8579.0
2016-08-16,화요일,1117799.0,1045.0,1131991.7,594.0,1512348.0,673.0,3564.4,5946.0,119409.5,5241.0,539491.0,1307.0,331780.0,1207.0,754924.0,344.0,92775.9,4785.0,21200.0,8318.0,65540.1,2389.0,226371.0,974.0,122951.7,2104.0,151074.5,1870.0,129100.0,791.0,452947.0,1059.0,37441.0,3709.0,408778.0,1761.0,374919.0,836.0,1034640.0,1849.0,1248.0,7798.0
2016-08-17,수요일,1128614.0,1132.0,1237161.8,658.0,1612072.2,691.0,2364.3,8606.0,70480.8,5342.0,534369.2,1355.0,282805.0,1293.0,752438.0,360.0,89535.3,5524.0,16815.0,8590.0,47898.0,2720.0,346890.0,1281.0,135851.4,2435.0,137731.0,1944.0,124951.0,775.0,533577.5,1046.0,36740.0,4326.0,394697.0,1805.0,370402.0,859.0,934171.5,1918.0,1452.0,8007.0
2016-08-18,목요일,1186100.0,1128.0,1133943.0,677.0,1513430.8,694.0,3499.0,8051.0,56542.8,5602.0,470750.9,1576.0,292985.0,1377.0,629597.0,394.0,85454.6,5689.0,14645.0,9523.0,45162.5,3298.0,346855.0,1020.0,125137.0,2751.0,146042.5,1936.0,118658.0,791.0,379256.0,1116.0,35200.4,4206.0,323650.0,1978.0,324693.0,872.0,900455.0,1910.0,1510.0,7079.0
2016-08-19,금요일,1180038.6,1127.0,1233596.1,669.0,1625694.0,691.0,4051.6,7639.0,81220.7,5354.0,549061.4,1434.0,311997.5,1519.0,658737.7,406.0,92269.0,5811.0,14425.5,11358.0,47785.0,3090.0,323862.0,1258.0,142283.2,2702.0,148304.5,2036.0,125122.0,806.0,403876.0,1170.0,35860.5,4692.0,348898.0,2137.0,383048.0,1037.0,939227.8,1948.0,1420.0,6942.0
2016-08-20,토요일,899145.9,1242.0,1024347.0,647.0,1276575.0,701.0,2576.0,7211.0,41372.0,5275.0,525219.2,1480.0,278174.0,1650.0,524252.5,563.0,100261.8,6107.0,13513.0,14014.0,47909.6,4076.0,97631.0,761.0,131144.8,2443.0,156842.0,2081.0,107994.0,1052.0,436741.5,1148.0,38453.0,4922.0,345353.0,2256.0,385680.0,1074.0,1017116.5,1991.0,832.0,6404.0
2016-08-21,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-22,월요일,1360636.9,1380.0,1467260.0,685.0,1898418.0,700.0,3132.6,8211.0,51020.7,5461.0,606516.9,1389.0,361738.0,1597.0,721018.8,609.0,126927.5,5854.0,16912.5,11333.0,56413.8,4355.0,354240.0,1125.0,124977.0,2829.0,175948.4,2209.0,119733.0,1223.0,582612.5,1133.0,39468.0,5089.0,514961.0,2311.0,482215.0,1088.0,1227369.5,1967.0,1010.0,8097.0
2016-08-23,화요일,1410423.0,1374.0,1360049.1,668.0,1474643.8,695.0,10041.2,7061.0,63354.0,5649.0,582346.6,1337.0,339863.0,1430.0,780853.7,477.0,91631.1,5697.0,17026.5,9434.0,49947.9,3506.0,322227.0,1132.0,99215.0,3434.0,162250.0,2265.0,121823.0,1360.0,370170.0,1213.0,37019.0,4201.0,316474.0,2261.0,327205.0,1061.0,1099493.0,1930.0,804.0,6938.0
2016-08-24,수요일,1442584.9,1313.0,1229148.0,778.0,1670989.2,701.0,3790.0,7038.0,81700.5,5223.0,569781.0,1326.0,311594.5,1519.0,734823.0,538.0,91708.9,5859.0,12003.0,9341.0,43618.4,3502.0,313182.0,1012.0,150332.0,3125.0,155861.0,2331.0,118889.0,1377.0,388539.9,1305.0,35612.0,4208.0,339289.0,1958.0,322714.0,1195.0,1066969.0,1876.0,1098.0,7156.0
2016-08-25,목요일,1343633.5,1288.0,1312376.2,771.0,1675559.1,700.0,4192.4,8076.0,61458.0,5051.0,557533.9,1321.0,308442.0,1688.0,669642.6,591.0,89571.1,5728.0,10718.1,9637.0,36036.1,5513.0,256635.0,956.0,138552.9,2805.0,149172.8,2332.0,119905.0,1293.0,359578.0,1423.0,35272.0,4197.0,306593.0,1899.0,303451.0,1348.0,1007126.2,1845.0,1508.0,7508.0
2016-08-26,금요일,1359949.5,1268.0,1287197.5,803.0,1771939.4,711.0,10857.8,5211.0,54711.7,5475.0,560203.2,1379.0,287349.6,1788.0,690478.0,557.0,94477.3,5871.0,14072.8,8710.0,40914.0,5008.0,226429.0,1097.0,146600.3,2726.0,161239.7,2355.0,128339.0,1245.0,353615.0,1515.0,37590.0,4350.0,324877.0,1995.0,335410.0,1459.0,1069290.5,1856.0,1646.0,7550.0
